"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.045198000E0,-9.217777334E-2,9.103530049E-3,3.503358345E-2,9.903013747E-2
3.055194000E0,-8.652585469E-2,-1.406021476E-2,-1.802229722E-2,8.949422532E-2
3.065190000E0,-1.056178909E-1,6.391006708E-4,-2.384261568E-2,1.082775030E-1
3.075185000E0,-1.073235968E-1,-4.884763956E-3,-5.726119816E-2,1.217417766E-1
3.085181000E0,-1.021901800E-1,-1.117519855E-2,-5.410077810E-2,1.161663124E-1
3.095177000E0,-9.380446874E-2,6.901468635E-3,-9.748067717E-2,1.354599241E-1
3.105173000E0,-1.175214332E-1,-4.388920069E-3,-1.465721548E-2,1.185132223E-1
3.115168000E0,-1.029658862E-1,1.451629758E-2,-5.439607163E-2,1.173525851E-1
3.125164000E0,-2.489788279E-1,2.861042619E-3,-7.735281587E-3,2.491153887E-1
3.135160000E0,-3.183788458E-1,-7.197922468E-3,-4.721158862E-2,3.219407300E-1
3.145155000E0,-4.406348426E-1,2.071493089E-2,-3.835772554E-2,4.427860521E-1
3.155151000E0,-5.557493426E-1,-5.607479811E-2,-2.965298474E-2,5.593576801E-1
3.165147000E0,-6.020306392E-1,-1.543723404E-2,-1.793633401E-2,6.024955691E-1
3.175143000E0,-6.632578576E-1,-2.278367579E-2,-1.714871407E-2,6.638705897E-1
3.185138000E0,-7.257909784E-1,-2.734976649E-2,9.483589930E-3,7.263680146E-1
3.195134000E0,-6.762637462E-1,3.236550808E-2,4.276059670E-3,6.770513018E-1
3.205130000E0,-7.365301209E-1,-1.103954315E-3,3.352675597E-2,7.372936193E-1
3.215125000E0,-7.193491741E-1,2.059857130E-2,1.423210463E-2,7.197847513E-1
3.225121000E0,-6.415542356E-1,-5.979362726E-3,-3.190249996E-3,6.415900308E-1
3.235117000E0,-7.239075172E-1,-3.395595074E-2,-8.511208017E-2,7.296842922E-1
3.245113000E0,-6.091987409E-1,5.060765147E-3,-8.890223622E-2,6.156722544E-1
3.255108000E0,-6.539150302E-1,-2.541433811E-2,-1.771875912E-1,6.779721217E-1
3.265104000E0,-5.981281344E-1,-1.462330163E-2,-1.831242692E-1,6.257040867E-1
3.275100000E0,-5.698018098E-1,6.627234221E-3,-2.404380924E-1,6.184888834E-1
3.285095000E0,-5.657150811E-1,-4.323489726E-2,-2.356995088E-1,6.143753477E-1
3.295091000E0,-5.335752390E-1,2.950388074E-2,-2.380571061E-1,5.850164104E-1
3.305087000E0,-4.973835688E-1,-2.071668506E-3,-2.286752486E-1,5.474368235E-1
3.315083000E0,-5.245051843E-1,2.147097588E-3,-1.799638492E-1,5.545243776E-1
3.325078000E0,-4.572245263E-1,4.921484470E-2,-1.239071866E-1,4.762660593E-1
3.335074000E0,-4.765660559E-1,-1.594418764E-2,-6.027426839E-2,4.806271009E-1
3.345070000E0,-4.456804781E-1,2.403790355E-2,2.268719673E-4,4.463283106E-1
3.355065000E0,-4.166429128E-1,5.015975475E-2,5.046614429E-2,4.226749927E-1
3.365061000E0,-4.114428012E-1,1.048815072E-2,8.291819572E-2,4.198459326E-1
3.375057000E0,-3.805285720E-1,1.113099360E-1,1.144259173E-1,4.126562571E-1
3.385053000E0,-3.268029293E-1,6.431995690E-2,1.505728197E-1,3.655261762E-1
3.395048000E0,-3.426377741E-1,6.458074272E-2,1.380083227E-1,3.749901514E-1
3.405044000E0,-2.463095739E-1,1.056603563E-1,1.466662949E-1,3.055217164E-1
3.415040000E0,-3.129836199E-1,3.353144288E-2,1.053212178E-1,3.319271952E-1
3.425035000E0,-1.976461217E-1,7.348137438E-2,9.243161559E-2,2.302327200E-1
3.435031000E0,-2.128981452E-1,8.361342967E-2,3.286310613E-2,2.310774969E-1
3.445027000E0,-1.545869333E-1,3.369165659E-2,-1.010574395E-2,1.585382406E-1
3.455023000E0,-1.111891910E-1,9.391739309E-2,-5.375462294E-2,1.551549948E-1
3.465018000E0,-8.134996335E-2,4.440258622E-2,-1.129956883E-1,1.461418208E-1
3.475014000E0,-4.422949950E-2,6.312887907E-2,-1.532613695E-1,1.715533485E-1
3.485010000E0,6.358847022E-5,9.830572844E-2,-1.770414108E-1,2.025035344E-1
3.495005000E0,1.008147687E-2,5.607772171E-2,-1.715070212E-1,1.807235606E-1
3.505001000E0,8.315546477E-2,9.122884333E-2,-1.566001296E-1,1.994019402E-1
3.514997000E0,7.415511981E-2,5.556258202E-2,-1.044745409E-1,1.396463821E-1
3.524993000E0,1.003671278E-1,3.170594215E-2,-8.021093488E-2,1.323352605E-1
3.534988000E0,1.522281665E-1,9.779585123E-2,-3.252806067E-2,1.838355730E-1
3.544984000E0,1.342127489E-1,7.210786343E-2,1.962442517E-2,1.536155070E-1
3.554980000E0,1.922889027E-1,1.176459789E-1,5.142976999E-2,2.312155265E-1
3.564975000E0,2.255776861E-1,1.175068152E-1,1.217589104E-1,2.819900288E-1
3.574971000E0,2.108254899E-1,8.410342634E-2,1.581566584E-1,2.766483366E-1
3.584967000E0,3.001095128E-1,1.213162762E-1,2.154161024E-1,3.888283114E-1
3.594963000E0,2.676939379E-1,8.407594442E-2,2.152126193E-1,3.536174209E-1
3.604958000E0,3.096148197E-1,9.932606757E-2,2.328150773E-1,3.999123210E-1
3.614954000E0,3.753579158E-1,1.246953821E-1,2.110856545E-1,4.483298527E-1
3.624950000E0,3.609971541E-1,7.813926637E-2,1.927862084E-1,4.166427875E-1
3.634945000E0,4.458841074E-1,1.000622320E-1,1.482970834E-1,4.804342956E-1
3.644941000E0,4.430976898E-1,8.581724524E-2,8.483958165E-2,4.592362322E-1
3.654937000E0,4.752381532E-1,7.956715643E-2,3.453833342E-2,4.830891544E-1
3.664933000E0,5.231079190E-1,1.221459961E-1,-8.507694206E-3,5.372466102E-1
3.674928000E0,5.507641527E-1,6.086425245E-2,-4.907684585E-2,5.562860289E-1
3.684924000E0,5.596235615E-1,7.474671185E-2,-6.273944537E-2,5.680685166E-1
3.694919583E0,6.228907272E-1,4.207948744E-2,-7.238618175E-2,6.284928803E-1
3.704914583E0,5.817603891E-1,1.748960674E-2,-7.701718569E-2,5.870968264E-1
3.714910583E0,6.686193889E-1,7.850354791E-2,-7.274053216E-2,6.771306220E-1
3.724906583E0,6.600339952E-1,5.445628881E-2,-6.489942511E-2,6.654489444E-1
3.734902583E0,6.809684891E-1,7.767558217E-2,-3.335953474E-2,6.861956264E-1
3.744897583E0,7.165808098E-1,9.589375198E-2,4.082994659E-2,7.241206758E-1
3.754893583E0,7.106227163E-1,3.189773083E-2,7.004147569E-2,7.147782303E-1
3.764889583E0,7.116693679E-1,8.876950443E-2,1.527994394E-1,7.332809713E-1
3.774884583E0,7.377207602E-1,5.677412510E-2,1.812145686E-1,7.617702680E-1
3.784880583E0,7.210589730E-1,5.476677597E-2,2.308784795E-1,7.590983563E-1
3.794876583E0,7.713108214E-1,9.848114491E-2,2.734111261E-1,8.242405978E-1
3.804872583E0,7.482193628E-1,4.489959955E-2,2.742484657E-1,7.981606416E-1
3.814867583E0,7.874152958E-1,6.888897121E-2,2.801202214E-1,8.385916032E-1
3.824863583E0,7.672845749E-1,8.673993587E-2,2.493112421E-1,8.114219191E-1
3.834859583E0,8.052109312E-1,4.413536847E-2,2.050197713E-1,8.320731225E-1
3.844854583E0,8.040583719E-1,1.025525612E-1,1.674502230E-1,8.276874232E-1
3.854850583E0,8.170466459E-1,4.841143727E-2,1.311495205E-1,8.289204338E-1
3.864846583E0,8.141173370E-1,2.511262178E-2,8.100147843E-2,8.185224015E-1
3.874842583E0,8.492815418E-1,3.952308476E-2,4.737648010E-2,8.515196664E-1
3.884837583E0,8.237547909E-1,-7.899003625E-3,-1.036127527E-2,8.238578190E-1
3.894833583E0,8.485118289E-1,2.953019321E-2,-3.114227057E-2,8.495964908E-1
3.904829583E0,8.381577256E-1,4.866813004E-2,-7.283758680E-2,8.427231301E-1
3.914824583E0,8.380317912E-1,1.958817244E-2,-7.352404992E-2,8.414789157E-1
3.924820583E0,8.671813307E-1,5.594498992E-2,-5.697760820E-2,8.708500158E-1
3.934816583E0,8.265831622E-1,1.847018480E-2,-3.314321517E-2,8.274535301E-1
3.944812583E0,8.353383444E-1,3.217898190E-2,5.030953484E-3,8.359730540E-1
3.954807583E0,8.189144658E-1,5.305471122E-2,5.060648203E-2,8.221901974E-1
3.964803583E0,7.855295688E-1,2.228315413E-2,9.589550614E-2,7.916749273E-1
3.974799583E0,7.969444301E-1,5.171394467E-2,1.646458983E-1,8.154158624E-1
3.984795583E0,7.691142417E-1,3.354723036E-2,2.067937982E-1,7.971360038E-1
3.994790583E0,7.453437752E-1,3.544874489E-2,2.448170722E-1,7.853211799E-1
4.004786583E0,7.589533889E-1,8.045476377E-2,2.435213292E-1,8.011153808E-1
4.014782583E0,7.073454250E-1,6.577240527E-2,2.523038471E-1,7.538705399E-1
4.024777583E0,7.243875005E-1,8.482263386E-2,2.285840321E-1,7.643185133E-1
4.034773583E0,6.981584260E-1,6.934271514E-2,2.376659274E-1,7.407554880E-1
4.044769583E0,6.624659984E-1,3.072887242E-2,1.925932503E-1,6.905777456E-1
4.054764583E0,6.699886606E-1,5.668992519E-2,1.766654348E-1,6.952044511E-1
4.064760583E0,6.557526639E-1,2.643701613E-2,1.039073610E-1,6.644600904E-1
4.074756583E0,6.325692578E-1,5.434811532E-2,6.164486487E-2,6.378853133E-1
4.084752583E0,6.558783060E-1,6.695529699E-2,-5.877612038E-3,6.593132111E-1
4.094747583E0,5.876106014E-1,4.299282253E-2,-4.333020687E-2,5.907724676E-1
4.104743583E0,6.126274019E-1,6.406150997E-2,-6.866619229E-2,6.197832336E-1
4.114739583E0,5.618990786E-1,4.276244223E-2,-9.521839857E-2,5.715118060E-1
4.124734583E0,5.517512358E-1,5.049363077E-2,-1.070016984E-1,5.642946007E-1
4.134730583E0,5.224552236E-1,7.918182492E-2,-8.102253755E-2,5.345969263E-1
4.144726583E0,4.995364771E-1,4.068200290E-2,-6.863813479E-2,5.058684719E-1
4.154722583E0,4.465801453E-1,6.882406712E-2,-1.095652183E-2,4.519852030E-1
4.164717583E0,4.381147657E-1,5.777049065E-2,1.269898295E-2,4.420896309E-1
4.174713583E0,3.777408023E-1,4.992352724E-2,7.295335711E-2,3.879467291E-1
4.184709583E0,3.656130192E-1,1.127957135E-1,1.052533901E-1,3.968299749E-1
4.194704583E0,3.200014481E-1,1.017947620E-1,1.377744341E-1,3.629667961E-1
4.204700583E0,2.942415761E-1,1.111134696E-1,1.671356428E-1,3.561721933E-1
4.214696583E0,2.740560740E-1,1.101738220E-1,2.044338620E-1,3.592188841E-1
4.224692583E0,2.208870497E-1,6.291837931E-2,2.009079909E-1,3.051455915E-1
4.234687583E0,1.910709642E-1,9.629428625E-2,2.080415940E-1,2.984325850E-1
4.244683583E0,1.689031099E-1,8.067461908E-2,1.660433829E-1,2.502140278E-1
4.254679583E0,1.475783509E-1,8.687032878E-2,1.355712032E-1,2.184156012E-1
4.264675583E0,1.346745693E-1,1.142908466E-1,8.283048749E-2,1.950910733E-1
4.274670583E0,8.887698356E-2,7.552146792E-2,2.711704959E-2,1.197411571E-1
4.284666583E0,8.159862533E-2,8.553482473E-2,-2.689134479E-2,1.212340147E-1
4.294662583E0,4.048482383E-2,9.267895281E-2,-8.518340707E-2,1.322294298E-1
4.304657583E0,8.622176293E-3,5.624787569E-2,-1.237025249E-1,1.361634316E-1
4.314653583E0,7.579197474E-3,9.015120149E-2,-1.500442314E-1,1.752083181E-1
4.324649583E0,-4.857631962E-2,5.713080525E-2,-1.524322343E-1,1.698798805E-1
4.334645583E0,-6.849544446E-2,3.562006831E-2,-1.592150044E-1,1.769458471E-1
4.344640583E0,-9.848553032E-2,6.214186907E-2,-1.371031737E-1,1.798841066E-1
4.354636583E0,-1.383186637E-1,4.523756862E-2,-1.260805875E-1,1.925481885E-1
4.364632583E0,-1.639293221E-1,8.474662006E-2,-9.711055756E-2,2.085312270E-1
4.374627583E0,-2.013884859E-1,9.145220697E-2,-5.923755705E-2,2.289757991E-1
4.384623583E0,-2.614735968E-1,7.283467233E-2,-8.052787681E-3,2.715477467E-1
4.394619583E0,-2.586426491E-1,7.454147458E-2,3.760870864E-2,2.717845955E-1
4.404615583E0,-3.433584434E-1,5.780265033E-2,8.956238687E-2,3.595241135E-1
4.414610583E0,-3.485295747E-1,5.673962653E-2,1.131284201E-1,3.707968300E-1
4.424606583E0,-3.830301936E-1,7.583370924E-2,1.343397796E-1,4.129286343E-1
4.434602583E0,-4.212040333E-1,6.763065040E-2,1.291480368E-1,4.457195957E-1
4.444597583E0,-4.158814226E-1,7.957475781E-2,1.205356729E-1,4.402480530E-1
4.454593583E0,-4.543264269E-1,5.716647327E-2,8.350350201E-2,4.654603557E-1
4.464589583E0,-4.897678994E-1,5.833065391E-2,5.495681047E-2,4.962814841E-1
4.474584583E0,-4.836293462E-1,6.569171369E-2,-3.018332720E-3,4.880797641E-1
4.484580583E0,-5.327024325E-1,4.421839893E-2,-4.388920526E-2,5.363333019E-1
4.494576583E0,-5.266138730E-1,3.820980012E-2,-9.557390928E-2,5.365785424E-1
4.504572583E0,-5.499835860E-1,1.635933995E-2,-1.386491776E-1,5.674267946E-1
4.514567583E0,-5.772451691E-1,-1.175173402E-2,-1.731313777E-1,6.027641019E-1
4.524563583E0,-5.914738568E-1,4.452654719E-3,-1.999782836E-1,6.243816648E-1
4.534559583E0,-6.022185175E-1,-4.432189465E-4,-2.289722872E-1,6.442791690E-1
4.544555583E0,-6.315482609E-1,2.698139191E-2,-2.259650642E-1,6.712983030E-1
4.554550583E0,-6.141400035E-1,1.935603797E-2,-2.292558771E-1,6.558207509E-1
4.564546583E0,-6.776739485E-1,-2.806663513E-3,-1.988556182E-1,7.062530812E-1
4.574542583E0,-6.812394344E-1,2.234805822E-3,-1.316699318E-1,6.938509439E-1
4.584537583E0,-7.071201611E-1,-1.147749960E-2,-8.736851156E-2,7.125895817E-1
4.594533583E0,-7.289067404E-1,-5.713314414E-3,-4.919671834E-2,7.305874316E-1
4.604529583E0,-7.358573987E-1,2.676738381E-2,4.781259103E-3,7.363596027E-1
4.614525583E0,-7.521896953E-1,-1.027297318E-2,4.021480124E-2,7.533339910E-1
4.624520583E0,-7.694895599E-1,9.774205685E-3,6.170565764E-2,7.720215710E-1
4.634516583E0,-7.724670352E-1,2.566927671E-4,7.772002101E-2,7.763670447E-1
4.644512583E0,-7.777946527E-1,-1.203298509E-2,8.008871893E-2,7.819996914E-1
4.654507583E0,-7.762842438E-1,2.392154396E-2,6.397438645E-2,7.792831254E-1
4.664503583E0,-7.898239832E-1,3.351039290E-3,3.313793440E-2,7.905259494E-1
4.674499583E0,-7.892843583E-1,-1.687623382E-2,1.524895370E-2,7.896120162E-1
4.684495583E0,-7.832329287E-1,-1.713994324E-2,-2.654694378E-2,7.838701030E-1
4.694490958E0,-7.855907453E-1,-4.834711790E-2,-7.388250251E-2,7.905370877E-1
4.704486958E0,-7.710040618E-1,-1.963319600E-2,-1.302707022E-1,7.821784845E-1
4.714482958E0,-7.605722637E-1,-2.245564699E-2,-1.755702513E-1,7.808964960E-1
4.724477958E0,-7.504011051E-1,-2.942552805E-2,-2.264702636E-1,7.843828533E-1
4.734473958E0,-7.369223229E-1,-7.604303956E-3,-2.378530383E-1,7.743942169E-1
4.744469958E0,-7.537669817E-1,-4.680930018E-2,-2.492007297E-1,7.952715115E-1
4.754465958E0,-7.450604045E-1,-4.180115998E-2,-2.411713332E-1,7.842359054E-1
4.764460958E0,-7.393032360E-1,-2.310819626E-2,-2.137227488E-1,7.699225135E-1
4.774456958E0,-7.417690068E-1,-4.447333753E-2,-1.806982595E-1,7.647555153E-1
4.784452958E0,-7.152225016E-1,-1.877657890E-2,-1.343070352E-1,7.279657728E-1
4.794447958E0,-7.279516708E-1,-1.859356105E-2,-8.491269012E-2,7.331231278E-1
4.804443958E0,-6.955007934E-1,-3.569374323E-2,-3.484590610E-2,6.972873397E-1
4.814439958E0,-6.940450560E-1,-4.207656384E-3,8.874903917E-3,6.941145496E-1
4.824435958E0,-6.922857019E-1,7.250547409E-4,4.777408163E-2,6.939325483E-1
4.834430958E0,-6.771618055E-1,2.328068912E-2,6.987188359E-2,6.811550348E-1
4.844426958E0,-6.611275707E-1,2.439341426E-2,9.675913990E-2,6.686157600E-1
4.854422958E0,-6.553117108E-1,5.716238022E-3,1.011112316E-1,6.630909401E-1
4.864417958E0,-6.177044662E-1,1.381755531E-2,8.544887980E-2,6.237397241E-1
4.874413958E0,-6.172669483E-1,1.859414577E-3,7.897484262E-2,6.223013487E-1
4.884409958E0,-5.672758126E-1,1.235516667E-2,2.653174102E-2,5.680303082E-1
4.894405958E0,-5.420484027E-1,3.034003258E-2,-2.493895034E-2,5.434693549E-1
4.904400958E0,-5.282397644E-1,1.944082260E-2,-6.778325359E-2,5.329256644E-1
4.914396958E0,-4.852440548E-1,2.159552157E-2,-1.175606096E-1,4.997485930E-1
4.924392958E0,-4.637025103E-1,5.523864627E-3,-1.528362769E-1,4.882719106E-1
4.934387958E0,-4.541673827E-1,1.390233994E-2,-1.667807168E-1,4.840217909E-1
4.944383958E0,-3.924682940E-1,2.368473172E-2,-2.037333655E-1,4.428313590E-1
4.954379958E0,-4.034703054E-1,1.527000368E-2,-1.941866165E-1,4.480289079E-1
4.964374958E0,-3.460995450E-1,2.624054968E-2,-1.829394972E-1,3.923522921E-1
4.974370958E0,-3.312875976E-1,2.142302871E-2,-1.519317126E-1,3.650940478E-1
4.984366958E0,-3.177116784E-1,2.507636905E-2,-1.122671252E-1,3.378956086E-1
4.994362958E0,-2.742143691E-1,5.173908770E-2,-8.602482140E-2,2.920115123E-1
5.004357958E0,-2.645679251E-1,6.068883598E-2,-3.496927093E-2,2.736826113E-1
5.014353958E0,-2.472474673E-1,8.860461295E-2,1.855789532E-2,2.632992272E-1
5.024349958E0,-1.997231989E-1,9.088795066E-2,6.811772346E-2,2.297607451E-1
5.034345958E0,-2.020151612E-1,5.377099514E-2,1.175851679E-1,2.398493631E-1
5.044340958E0,-1.638059458E-1,7.365854502E-2,1.528058714E-1,2.358126448E-1
5.054336958E0,-1.280253714E-1,6.433340549E-2,1.668888903E-1,2.199572333E-1
5.064332958E0,-9.421179126E-2,8.522726119E-2,1.652060616E-1,2.084048715E-1
5.074327958E0,-6.187492540E-2,1.061041600E-1,1.380855060E-1,1.848085661E-1
5.084323958E0,-3.991629174E-2,8.939457178E-2,1.118619132E-1,1.486532456E-1
5.094319958E0,2.283757981E-3,9.258071959E-2,7.834099531E-2,1.213001102E-1
5.104315958E0,3.602997640E-2,7.943442464E-2,3.068969607E-2,9.246536899E-2
5.114310958E0,7.948823730E-2,6.672140837E-2,-1.040219550E-2,1.042992420E-1
5.124306958E0,1.225266681E-1,9.934536338E-2,-4.795418501E-2,1.648693103E-1
5.134302958E0,1.512905654E-1,7.761418641E-2,-9.185741901E-2,1.932629880E-1
5.144297958E0,1.859895146E-1,6.514616847E-2,-9.249242663E-2,2.176946756E-1
5.154293958E0,2.232642718E-1,6.851182580E-2,-1.123004544E-1,2.591374103E-1
5.164289958E0,2.471489783E-1,4.025866449E-2,-1.252672398E-1,2.799915336E-1
5.174284958E0,2.965857248E-1,7.634124756E-2,-1.097159851E-1,3.253131962E-1
5.184280958E0,3.116585312E-1,1.048896933E-1,-8.954893827E-2,3.408106515E-1
5.194276958E0,3.280643199E-1,9.507514179E-2,-6.077362061E-2,3.469278218E-1
5.204272958E0,3.558451724E-1,9.507572651E-2,9.285378456E-4,3.683287155E-1
5.214267958E0,3.753407396E-1,6.177290976E-2,6.029881756E-2,3.851395988E-1
5.224263958E0,4.020419037E-1,7.479582846E-2,1.119940511E-1,4.239985563E-1
5.234259958E0,4.259858132E-1,9.476816297E-2,1.542039406E-1,4.628431409E-1
5.244254958E0,4.333989132E-1,9.624341547E-2,1.905899942E-1,4.831376190E-1
5.254250958E0,4.907461385E-1,1.172261488E-1,2.151459428E-1,5.485084495E-1
5.264246958E0,4.911813907E-1,1.065064484E-1,2.247798336E-1,5.505712993E-1
5.274242958E0,5.272450434E-1,8.278955698E-2,2.271198893E-1,5.800214570E-1
5.284237958E0,5.530261481E-1,9.110663652E-2,2.124211586E-1,5.993839239E-1
5.294233958E0,5.678299825E-1,7.802466094E-2,1.681998360E-1,5.973356858E-1
5.304229958E0,6.011304604E-1,9.172527194E-2,1.409646841E-1,6.242134235E-1
5.314224958E0,6.349900782E-1,8.309068859E-2,9.449100494E-2,6.473368613E-1
5.324220958E0,6.469383518E-1,4.494169950E-2,5.975619595E-2,6.512448006E-1
5.334216958E0,6.914302542E-1,5.750502706E-2,2.640953422E-2,6.943198745E-1
5.344212958E0,6.946878111E-1,4.471658170E-2,-1.576760173E-2,6.963040607E-1
5.354207958E0,7.265633956E-1,6.375687003E-2,-5.479658763E-2,7.314109463E-1
5.364203958E0,7.548764178E-1,6.803937078E-2,-7.427133322E-2,7.615668015E-1
5.374199958E0,7.548981987E-1,4.843716502E-2,-6.897960305E-2,7.595891225E-1
5.384194958E0,7.794575277E-1,5.149584353E-2,-4.873068611E-2,7.826752450E-1
5.394190958E0,7.858457570E-1,2.702349186E-2,-1.809947133E-2,7.865185400E-1
5.404186958E0,7.790602825E-1,3.683745861E-2,2.925712824E-2,7.804792769E-1
5.414182958E0,8.062106589E-1,5.745824933E-2,6.753184159E-2,8.110718998E-1
5.424177958E0,7.932787375E-1,4.604623854E-2,1.124419570E-1,8.025301273E-1
5.434173958E0,8.035373119E-1,6.534380436E-2,1.616275656E-1,8.222320198E-1
5.444169958E0,8.033911315E-1,5.184901536E-2,2.052267261E-1,8.308090272E-1
5.454164958E0,7.951532818E-1,4.523464501E-2,2.324794289E-1,8.296755989E-1
5.464160958E0,8.108232350E-1,7.140619755E-2,2.530873740E-1,8.524003650E-1
5.474156958E0,8.037044692E-1,6.058826387E-2,2.553408726E-1,8.454648264E-1
5.484152958E0,8.006234251E-1,6.564376652E-2,2.465209325E-1,8.402853938E-1
5.494147958E0,8.150979151E-1,5.136135757E-2,2.350147998E-1,8.498556091E-1
5.504143958E0,8.134757513E-1,1.775039256E-2,2.019300842E-1,8.383517360E-1
5.514139958E0,8.150071371E-1,4.414063096E-2,1.710029912E-1,8.339226893E-1
5.524134958E0,8.341633464E-1,3.550780177E-2,1.108608516E-1,8.422466509E-1
5.534130958E0,8.242432527E-1,3.736078441E-2,6.619281094E-2,8.277404521E-1
5.544126958E0,8.312214661E-1,6.688337624E-2,2.818357944E-3,8.339127381E-1
5.554122958E0,8.177576673E-1,2.619435668E-2,-2.553246100E-2,8.185753804E-1
5.564117958E0,8.090325252E-1,3.264032722E-2,-4.320624590E-2,8.108426466E-1
5.574113958E0,7.960052942E-1,2.173585474E-2,-4.264257431E-2,7.974429540E-1
5.584109958E0,7.884406051E-1,6.199802756E-3,-5.400020599E-2,7.903119938E-1
5.594104958E0,7.837003405E-1,4.636491179E-2,-2.470096867E-2,7.854591438E-1
5.604100958E0,7.687920602E-1,3.880563140E-2,-1.111320893E-2,7.698510325E-1
5.614096958E0,7.499165902E-1,3.472661376E-2,3.769700845E-2,7.516660791E-1
5.624092958E0,7.236726053E-1,4.895698249E-2,7.803810954E-2,7.295126951E-1
5.634087958E0,6.929224636E-1,3.105865538E-2,1.180739951E-1,7.035962258E-1
5.644083958E0,6.867466345E-1,7.040749311E-2,1.496126978E-1,7.063725040E-1
5.654079958E0,6.491308384E-1,8.391046822E-2,1.793668485E-1,6.786635973E-1
5.664074958E0,6.319007749E-1,6.054733336E-2,2.122352171E-1,6.693342635E-1
5.674070958E0,6.079348652E-1,6.916437507E-2,2.328314495E-1,6.546594496E-1
5.684066958E0,5.795194437E-1,5.274071574E-2,2.340336370E-1,6.272129718E-1
5.694062750E0,5.688339494E-1,6.530872107E-2,2.216047955E-1,6.139592628E-1
5.704057750E0,5.491559491E-1,8.324797869E-2,1.913887239E-1,5.874794686E-1
5.714053750E0,5.268627086E-1,7.752413929E-2,1.494571801E-1,5.531109785E-1
5.724049750E0,5.166886264E-1,8.393561125E-2,1.045224881E-1,5.337951611E-1
5.734044750E0,4.872565933E-1,6.999000192E-2,5.756233434E-2,4.956117537E-1
5.744040750E0,4.597308256E-1,5.997138262E-2,1.616171320E-2,4.639075336E-1
5.754036750E0,4.470273111E-1,6.165421128E-2,-2.676739295E-2,4.520521562E-1
5.764032750E0,4.171986175E-1,5.454633594E-2,-5.757520278E-2,4.246703347E-1
5.774027750E0,4.014025837E-1,6.829430938E-2,-8.844264507E-2,4.166656314E-1
5.784023750E0,3.700095407E-1,5.576606512E-2,-9.152295828E-2,3.852185952E-1
5.794019750E0,3.293409864E-1,4.438621402E-2,-9.748360991E-2,3.463216359E-1
5.804014750E0,3.225020464E-1,5.658350587E-2,-8.108801723E-2,3.373196253E-1
5.814010750E0,2.743467537E-1,7.336092174E-2,-6.258509258E-2,2.908003782E-1
5.824006750E0,2.480305557E-1,9.337360203E-2,-2.203464746E-2,2.659385489E-1
5.834002750E0,2.159693586E-1,9.298066914E-2,-2.598507204E-3,2.351487209E-1
5.843997750E0,1.696584605E-1,8.055767477E-2,5.745006780E-2,1.964027558E-1
5.853993750E0,1.363536703E-1,8.546056509E-2,1.021836019E-1,1.906235035E-1
5.863989750E0,9.858858749E-2,7.416549861E-2,1.393578601E-1,1.861205092E-1
5.873984750E0,7.401405573E-2,7.616700053E-2,1.541326046E-1,1.871799995E-1
5.883980750E0,4.783024231E-2,1.113765943E-1,1.600324452E-1,2.007557256E-1
5.893976750E0,5.512608737E-3,1.009089088E-1,1.537958050E-1,1.840275696E-1
5.903972750E0,-3.442431271E-2,1.013497889E-1,1.470223904E-1,1.818581763E-1
5.913967750E0,-4.426998233E-2,8.590670764E-2,1.127004039E-1,1.484627051E-1
5.923963750E0,-9.172321628E-2,7.658566117E-2,6.984849930E-2,1.384099879E-1
5.933959750E0,-1.045872369E-1,8.595757842E-2,3.070489883E-2,1.388163759E-1
5.943954750E0,-1.339037235E-1,7.495487273E-2,-1.584127665E-2,1.542704967E-1
5.953950750E0,-1.554469125E-1,7.336443007E-2,-5.917323768E-2,1.817898629E-1
5.963946750E0,-1.858448325E-1,6.172320843E-2,-9.960673392E-2,2.197033401E-1
5.973941750E0,-2.071586645E-1,4.152341723E-2,-1.344251490E-1,2.504177053E-1
5.983937750E0,-2.418423012E-1,5.781843781E-2,-1.683430928E-1,3.002833117E-1
5.993933750E0,-2.633210064E-1,6.015556991E-2,-1.707112151E-1,3.195292850E-1
